time,time_s,scenario,vehicle_speed_kph,vehicle_speed_mps,accel_mps2,ambient_temp_c,battery_voltage_v,battery_current_a,battery_power_kw,battery_soc_pct,battery_temp_c,traction_power_kw,regen_power_kw,inverter_power_kw,inverter_loss_kw,motor_output_kw,motor_loss_kw,gearbox_loss_kw,total_loss_kw,efficiency_pct,motor_torque_nm,motor_speed_rpm,cabin_temp_c,target_cabin_temp_c,ecomp_power_kw,ptc_heater_kw,blower_flow_gps,pump_power_kw,chiller_q_kw,radiator_q_kw,mode,battery_status,thermal_status,drive_status,regen_status
2026-01-01T00:00:11Z,11.0,winter_us06_demo,22.369826,6.213856,3.5316159999999996,5.0,390.16403052552107,132.48468910602426,51.69076028452702,77.9600339172456,22.600634639352467,47.981413484397,0.0,49.90067002377288,1.91925653937588,45.10252867533318,2.87888480906382,0.95962826968794,5.75776961812764,89.28571428571428,283.1283014005941,1618.3078331911074,11.155742095658438,22.0,0.3,3.0472453600212583,0.18,0.16810144010876585,0.0,2.2700480036255284,heatup,normal,normal,drive,off
2026-01-01T00:00:12Z,12.0,winter_us06_demo,32.99147,9.16432,2.950464,5.0,390.1413741302619,162.60235630485926,63.43790672559624,77.93486014473544,23.736150174560393,59.709215866954956,0.0,62.09758450163316,2.3883686346781983,56.12666291493766,3.582552952017297,1.1941843173390991,7.165105904034594,89.28571428571428,238.8980213612883,2386.712991396957,11.255537550213601,22.0,0.3,3.0422128952170784,0.18,0.19247796342420756,0.0,3.0825987808069186,heatup,normal,normal,drive,off
2026-01-01T00:00:13Z,13.0,winter_us06_demo,41.360037999999996,11.488928,2.3246079999999996,5.0,390.11863770233197,163.18625169725112,63.661998203881474,77.90959744703548,24.872208109575404,59.925588446510666,0.0,62.32261198437109,2.3970235378604268,56.33005313972003,3.59553530679064,1.1985117689302134,7.19107061358128,89.28571428571428,191.2512269527721,2992.12311604399,11.354486406662623,22.0,0.3,3.03722312248932,0.18,0.2051866348814877,0.0,3.5062211627162565,heatup,normal,normal,drive,off
2026-01-01T00:00:14Z,14.0,winter_us06_demo,40.2335,11.176,-0.31292799999999943,5.0,390.1188636019142,-1.6213490026428452,-0.6325188304131237,77.90984844657136,24.892350314078417,0.0,4.319144910079992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.17042293333331,2910.625599264582,11.452595846979435,22.0,0.3,3.032275679666869,0.18,0.1603504,0.0,2.01168,heatup,normal,normal,cruise,regen
2026-01-01T00:00:15Z,15.0,winter_us06_demo,45.705256,12.695936,1.5199359999999995,5.0,390.10152629541676,124.44057487801241,48.54445819299174,77.89058477268526,25.722487637803134,44.82225790524893,0.0,46.61514822145889,1.7928903162099574,42.132922430933995,2.689335474314936,0.8964451581049787,5.378670948629872,89.28571428571429,129.44951753530637,3306.470680764565,11.549872992210892,22.0,0.3,3.0273702076510283,0.18,0.20083008009177922,0.0,3.3610026697259743,heatup,normal,normal,drive,off
2026-01-01T00:00:16Z,16.0,winter_us06_demo,51.98168199999999,14.439391999999998,1.7434559999999983,5.0,390.07944150159267,158.52520314689534,61.83742270746745,77.86604611288071,26.815434895819912,58.10111084047285,0.0,60.425155274091765,2.324044433618914,54.61504419004448,3.486066650428371,1.162022216809457,6.972133300856742,89.28571428571428,147.53904209752542,3760.5282742498393,11.646324902993635,22.0,0.3,3.0225063503894556,0.18,0.21980551660514047,0.0,3.9935172201713485,heatup,normal,normal,drive,off
2026-01-01T00:00:17Z,17.0,winter_us06_demo,55.683164000000005,15.467584,1.0281920000000024,5.0,390.064146119964,109.79493754079552,42.827068560145186,77.84905124440445,27.524680085076543,39.09816527880146,0.0,40.662091889953516,1.5639266111520584,36.75227536207337,2.3458899167280873,0.7819633055760292,4.6917798334561756,89.28571428571429,92.6841188356277,4028.305829382181,11.741964123960466,22.0,0.3055438938926692,3.017683754850318,0.18,0.21167563260073707,0.0,3.7225210866912355,heatup,normal,normal,drive,off
2026-01-01T00:00:18Z,18.0,winter_us06_demo,58.74091,16.316959999999998,0.8493759999999977,5.0,390.05020264824844,100.09409183341972,39.041720803517755,77.83355849805385,28.155307326077235,35.28547539754727,0.0,36.696894413449165,1.411419015901891,33.16834687369444,2.1171285238528363,0.7057095079509454,4.234257047705673,89.28571428571428,79.2917776703953,4249.513374926289,11.836822288128085,22.0,0.33582648588227104,3.012901793801977,0.18,0.21351712628623404,0.0,3.7839042095411344,heatup,normal,normal,drive,off
2026-01-01T00:00:19Z,19.0,winter_us06_demo,61.798655999999994,17.166335999999998,0.8493759999999995,5.0,390.03551387682637,105.44824386151222,41.128559981933826,77.81723764091817,28.825000299507884,37.343866559211946,0.0,38.83762122158043,1.4937546623684779,35.10323456565923,2.2406319935527166,0.7468773311842389,4.481263987105433,89.28571428571428,79.76513492285743,4470.720920470398,11.930902861122604,22.0,0.36294873880565104,3.0081588855935957,0.18,0.21958579832263259,0.0,3.986193277421086,heatup,normal,normal,drive,off
2026-01-01T00:00:20Z,20.0,winter_us06_demo,64.212666,17.836896,0.6705600000000018,5.0,390.02263250606785,92.47626962576324,36.067838123781094,77.80292500674206,29.39076801826932,32.2592193213231,0.0,33.54958809417602,1.290368772852924,30.323666162043715,1.935553159279386,0.645184386426462,3.871106318558772,89.28571428571429,66.31411887930766,4645.358456426273,12.024213986586616,22.0,0.3916180692027674,3.0034548569438697,0.18,0.21954587631135264,0.0,3.9848625437117544,heatup,normal,normal,drive,off
2026-01-01T00:00:21Z,21.0,winter_us06_demo,67.914148,18.865088,1.0281920000000007,5.0,390.0038714644928,134.69332038368537,52.53091641004458,77.78207940499205,30.283167205624512,48.68508737080443,0.0,50.63249086563661,1.9474034948321772,45.763982128556165,2.9211052422482657,0.9737017474160886,5.8422104844965315,89.28571428571428,94.62557875493765,4913.136011558615,12.11675801960087,22.0,0.4161150004625051,2.998789300670669,0.18,0.2369247381069792,0.0,4.564157936899306,heatup,normal,normal,drive,off
2026-01-01T00:00:22Z,22.0,winter_us06_demo,70.489092,19.580351999999998,0.7152639999999977,5.0,389.9889732873093,106.96429635506786,41.714896113912395,77.76552587478811,30.95569184957034,37.84009339822872,0.0,39.35369713415787,1.5136037359291488,35.569687794334996,2.270405603893723,0.7568018679645744,4.540811207787446,89.28571428571429,70.86032423055453,5099.416049911547,12.208554517583206,22.0,0.4536618486169978,2.9941620990199564,0.18,0.23297876804672468,0.0,4.432625601557489,heatup,normal,normal,drive,off
2026-01-01T00:00:23Z,23.0,winter_us06_demo,71.132828,19.759168000000003,0.17881600000000475,5.0,389.9819177252662,50.657665965445894,19.75557372069054,77.75768636140688,31.18660239098888,15.871475712522205,0.0,16.506334741023093,0.6348590285008883,14.919187169770872,0.9522885427513322,0.31742951425044413,1.9045770855026647,89.28571428571428,29.4523589990807,5145.986059499782,12.299601012190044,22.0,0.4823987643344777,2.9895722741208397,0.18,0.218126969713016,0.0,3.9375656571005337,heatup,normal,normal,drive,off
2026-01-01T00:00:24Z,24.0,winter_us06_demo,69.845356,19.401536,-0.3576320000000024,5.0,389.9835934178169,-12.031119311468363,-4.691939141924923,77.75954824201875,31.270697386384228,0.0,8.569183501598777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.194769066666776,5052.846040323314,12.389886186385848,22.0,0.4934561158833561,2.985019949390498,0.18,0.2047682944,0.0,3.49227648,heatup,normal,normal,cruise,regen
2026-01-01T00:00:25Z,25.0,winter_us06_demo,68.557884,19.043904,-0.35763199999999884,5.0,389.9852131527492,-11.62930710603607,-4.535257810566258,77.76134794749915,31.351352919136882,0.0,8.411226202030052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.194769066666613,4959.706021146848,12.47941061085719,22.0,0.498625619183086,2.9805056906807077,0.18,0.20283708160000002,0.0,3.4279027200000005,heatup,normal,normal,cruise,regen
2026-01-01T00:00:26Z,26.0,winter_us06_demo,64.85640199999999,18.015711999999997,-1.0281920000000042,5.0,389.992000903779,-48.73357104583015,-19.005702883349773,77.76888989308777,31.721048266604882,0.0,22.87665952658953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.55996106666686,4691.928466014505,12.568180586504068,22.0,0.5036423289826191,2.9760294694571403,0.18,0.1972848448,0.0,3.2428281599999997,heatup,normal,normal,cruise,regen
2026-01-01T00:00:27Z,27.0,winter_us06_demo,63.086128,17.523968,-0.4917439999999971,5.0,389.99441588489265,-17.338574201954163,-6.761947118167983,77.77157320543625,31.84482556688494,0.0,10.642373058437057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.267807466666536,4563.860939646865,12.656214060070953,22.0,0.5202055423942766,2.9715909706747965,0.18,0.1946294272,0.0,3.15431424,heatup,normal,normal,cruise,regen
2026-01-01T00:00:28Z,28.0,winter_us06_demo,61.798655999999994,17.166335999999998,-0.3576320000000024,5.0,389.9957377225941,-9.490220548651598,-3.7011455640215014,77.77304191399341,31.90698182258122,0.0,7.581950379294771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.194769066666776,4470.720920470398,12.74350742809856,22.0,0.5269173038768166,2.9671892969964526,0.18,0.1926982144,0.0,3.0899404799999997,heatup,normal,normal,cruise,regen
2026-01-01T00:00:29Z,29.0,winter_us06_demo,61.798655999999994,17.166335999999998,0.0,5.0,389.9920063507,26.78988577517506,10.4478413033666,77.76889594522223,31.948540764756,6.562444079169306,0.0,6.824941842336078,0.26249776316677226,6.168697434419148,0.39374664475015836,0.13124888158338613,0.7874932895003167,89.28571428571429,14.017140848783413,4470.720920470398,12.83006448950499,22.0,0.5311494214652199,2.962824628595072,0.18,0.1974231741370019,0.0,3.247439137900063,heatup,normal,normal,cruise,off
2026-01-01T00:00:30Z,30.0,winter_us06_demo,63.086128,17.523968,0.3576320000000024,5.0,389.98346186814626,61.34760442385518,23.924551150532647,77.75940207571804,32.25928152624259,20.02846153512227,0.0,20.829599996527158,0.8011384614048908,18.82675384301493,1.201707692107336,0.4005692307024454,2.4034153842146724,89.28571428571429,41.906999770513345,4563.860939646865,12.91589065200607,22.0,0.5345429203803398,2.9584967755247504,0.18,0.20904991950528806,0.0,3.634997316842935,heatup,normal,normal,drive,off
2026-01-01T00:00:31Z,31.0,winter_us06_demo,62.442392,17.345152,-0.1788160000000012,5.0,389.983393376063,0.4917589729163862,0.19177783298105977,77.75932597340338,32.24239475995969,0.13158924097757996,3.8304645145395457,0.13685281061668317,0.005263569639103198,0.12369388651892516,0.007895354458654797,0.002631784819551599,0.015790708917309593,89.28571428571428,-7.819212348053917,4517.290930058631,13.001002868715641,22.0,0.5486890740898249,2.9542054673996967,0.18,0.19375856505350386,0.0,3.1252855017834618,heatup,normal,normal,cruise,regen
2026-01-01T00:00:32Z,32.0,winter_us06_demo,62.442392,17.345152,0.0,5.0,389.97961782944975,27.107905218297326,10.571530517188538,77.75513092161084,32.285174614025166,6.679391829934068,0.0,6.946567503131431,0.26717567319736274,6.278628320138024,0.4007635097960441,0.13358783659868137,0.8015270195920882,89.28571428571429,14.119855148242527,4517.290930058631,13.08539407689381,22.0,0.5497158477727003,2.949949856564218,0.18,0.19847298291755253,0.0,3.2824327639184174,heatup,normal,normal,cruise,off
2026-01-01T00:00:33Z,33.0,winter_us06_demo,58.74091,16.316959999999998,-1.0281920000000007,5.0,389.9856316145955,-43.17748409957272,-16.83859840810102,77.76181290510611,32.60861513506552,0.0,20.719555154355213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.55996106666671,4249.513374926289,13.169072765340927,22.0,0.5531148660988828,2.9457302961553093,0.18,0.188111584,0.0,2.9370527999999996,heatup,normal,normal,cruise,regen
2026-01-01T00:00:34Z,34.0,winter_us06_demo,51.98168199999999,14.439391999999998,-1.8775680000000001,5.0,389.99620331681115,-75.90013941661827,-29.60076620369777,77.77355924090124,33.18622664480744,0.0,33.48201134294016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.02253760000002,3760.5282742498393,13.25205619077566,22.0,0.5677260607094393,2.9415463617329536,0.18,0.17797271679999999,0.0,2.59909056,heatup,normal,normal,cruise,regen
2026-01-01T00:00:35Z,35.0,winter_us06_demo,44.417784000000005,12.338304,-2.101087999999997,5.0,390.00624812250203,-72.11539833027331,-28.125455934649644,77.78472013611339,33.73259195911779,0.0,32.01597015631867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95.14426826666651,3213.3306615880992,13.334360404280188,22.0,0.5924901896078109,2.9373971904612173,0.18,0.16662684160000002,0.0,2.2208947200000004,heatup,normal,normal,cruise,regen
2026-01-01T00:00:36Z,36.0,winter_us06_demo,35.888282000000004,9.968992,-2.3693120000000008,5.0,390.01527425295143,-64.80044994814685,-25.273165258241146,77.79474916994603,34.22022206621295,0.0,29.17027068127745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107.29034506666672,2596.278034544007,13.415989904403661,22.0,0.6159908864503154,2.9332819797859906,0.18,0.15383255680000002,0.0,1.7944185600000002,heatup,normal,normal,cruise,regen
2026-01-01T00:00:37Z,37.0,winter_us06_demo,27.841582000000002,7.733792,-2.2352,5.0,390.02150526173983,-44.73298105908082,-17.446824607507597,77.80167251304425,34.54979965138872,0.0,21.348916269824006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-101.2173066666667,2014.1529146910905,13.49694805206204,22.0,0.6371286807365911,2.929200504779817,0.18,0.1417624768,0.0,1.3920825600000002,heatup,normal,normal,cruise,regen
2026-01-01T00:00:38Z,38.0,winter_us06_demo,18.50741,5.14096,-2.5928320000000005,5.0,390.0259921430205,-32.21135985552119,-12.563267585925514,77.80665793668946,34.780542565505804,0.0,16.4621123144192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.41207573333335,1338.8877756617076,13.577234207034143,22.0,0.6519309470967896,2.925152597396898,0.18,0.127761184,0.0,0.9253728,heatup,normal,normal,cruise,regen
2026-01-01T00:00:39Z,39.0,winter_us06_demo,9.334171999999999,2.592832,-2.5481279999999997,5.0,390.02753913483457,-11.105823678609276,-4.331577079433352,77.80837681648288,34.8444637254043,0.0,8.15948175584256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.38772959999999,675.265139029383,13.656850103231232,22.0,0.662766386760915,2.921138289648293,0.18,0.05,0.0,0.46670976,heatup,normal,normal,cruise,regen
2026-01-01T00:00:40Z,40.0,winter_us06_demo,1.9312079999999998,0.5364479999999999,-2.056384,5.0,390.0266585307856,6.321853348250278,2.465691337139715,77.80739836753958,34.772229813828545,0.0,1.3623817087795198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93.11992213333333,139.71002876469993,13.735794740406568,22.0,0.6669155510807968,2.9171574948384382,0.18,0.05,0.0,0.09656063999999999,heatup,normal,normal,cruise,off
2026-01-01T00:00:41Z,41.0,winter_us06_demo,0.0,0.0,-0.5364479999999999,5.0,390.0252932395891,9.801454973825564,3.8228153503409446,77.80588137732119,34.67298904778245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.814068353446148,22.0,0.6656050873612731,2.9132102629796717,0.18,0.05,0.0,0.0,heatup,normal,normal,stop,off
2026-01-01T00:00:42Z,42.0,winter_us06_demo,0.0,0.0,0.0,5.0,390.0239302047636,9.785290634100944,3.8164975113079134,77.80436689418178,34.57407908428984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.891675541176726,22.0,0.663200928980221,2.9092965823276926,0.18,0.05,0.0,0.0,heatup,normal,normal,stop,off
2026-01-01T00:00:43Z,43.0,winter_us06_demo,0.0,0.0,0.0,5.0,390.0225694144432,9.769211312198472,3.810212897136292,77.80285490493688,34.47549882067554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.968621957009939,22.0,0.6607966741951282,2.905416222941164,0.18,0.05,0.0,0.0,heatup,normal,normal,stop,off
2026-01-01T00:00:44Z,44.0,winter_us06_demo,0.0,0.0,0.0,5.0,390.02121085683814,9.753216461637548,3.803961294116723,77.80134539648684,34.377247157939955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.044913206466605,22.0,0.6583923919672203,2.9015689021495032,0.18,0.05,0.0,0.0,heatup,normal,normal,stop,off
2026-01-01T00:00:45Z,45.0,winter_us06_demo,0.0,0.0,0.0,5.0,390.0198545202345,9.737305539983915,3.7977424901236,77.79983835581615,34.27932300074682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.120554847582193,22.0,0.6559881504469303,2.89775433967667,0.18,0.05,0.0,0.0,heatup,normal,normal,stop,off
2026-01-01T00:00:46Z,46.0,winter_us06_demo,0.0,0.0,0.0,5.0,390.0185003929936,9.721478008817348,3.791556274602407,77.7983337699929,34.181725257410996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.195552391308853,22.0,0.6535840169815167,2.8939722576208906,0.18,0.05,0.0,0.0,heatup,normal,normal,stop,off
2026-01-01T00:00:47Z,47.0,winter_us06_demo,0.0,0.0,0.0,5.0,390.0171484635513,9.705733333699648,3.785402438557174,77.79683162616807,34.08445283988629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.26991130191404,22.0,0.6511800581226169,2.8902223804345573,0.18,0.05,0.0,0.0,heatup,normal,normal,stop,off
2026-01-01T00:00:48Z,48.0,winter_us06_demo,0.0,0.0,0.0,5.0,390.0157987204175,9.690070984142887,3.77928077453803,77.795331911575,33.987504663753334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.34363699737577,22.0,0.6487763396337324,2.886504434904298,0.18,0.05,0.0,0.0,heatup,normal,normal,stop,off
2026-01-01T00:00:49Z,49.0,winter_us06_demo,1.2874720000000002,0.357632,0.357632,5.0,390.014322969338,10.594746857262866,4.132103022566898,77.79369218815334,33.89805788712625,0.35891194593803766,0.0,0.3732684237755592,0.014356477837521506,0.3373772291817554,0.021534716756282258,0.007178238918760753,0.043069433512564516,89.28571428571429,36.797894719697105,93.14001917646661,14.41673484977453,22.0,0.6463729264976488,2.882818150131212,0.18,0.05,0.0,0.0729876467025129,heatup,normal,normal,cruise,off
2026-01-01T00:00:50Z,50.0,winter_us06_demo,14.805927999999998,4.112768,3.755136,5.0,390.0009224146581,96.20888297276969,37.52155310386407,77.7788026829534,34.47488483449491,33.65769034962053,0.0,35.00399796360535,1.3463076139848213,31.638228928643297,2.019461420977232,0.6731538069924107,4.038922841954464,89.28571428571428,300.0692751984599,1071.1102205293662,14.489210472811424,22.0,0.6442570124805406,2.8791632575112738,0.18,0.1464424842517268,0.0,1.5480828083908929,heatup,normal,normal,drive,off
2026-01-01T00:00:51Z,51.0,winter_us06_demo,23.979166,6.660896,2.548128,5.0,389.98609298983376,106.47146207095558,41.52238950796725,77.76232554425977,35.12905550757914,37.62101445996062,0.0,39.12585503835904,1.5048405783984249,35.36375359236298,2.257260867597637,0.7524202891992124,4.514521735195274,89.28571428571429,207.09484082400067,1734.732857161691,14.56109578356991,22.0,0.6687796028360249,2.875539476359429,0.18,0.16305596881117165,0.0,2.101865627039055,heatup,normal,normal,drive,off
2026-01-01T00:00:52Z,52.0,winter_us06_demo,29.289987999999997,8.136128,1.4752319999999992,5.0,389.9748317062521,80.8554590324368,31.5315940287063,77.74981300694678,35.5565004376819,27.6054536640721,0.0,28.709671810634987,1.104218146562884,25.949126444227776,1.656327219844326,0.552109073281442,3.312654439688652,89.28571428571429,124.40806827063733,2118.9354362646154,14.632398871808599,22.0,0.6963841359745637,2.8719452108215044,0.18,0.16381101783813193,0.9693583261368708,2.1270339279377306,heatup,normal,normal,drive,off
2026-01-01T00:00:53Z,53.0,winter_us06_demo,35.727348,9.924287999999999,1.7881599999999995,5.0,389.95899804121734,113.68954767077942,44.33426209745635,77.732220045797,36.23629482728697,40.37431338526594,0.0,41.98928592067658,1.6149725354106377,37.951854582149984,2.4224588031159566,0.8074862677053188,4.844917606231913,89.28571428571429,149.1685338830438,2584.635532146948,14.703115596041032,22.0,0.7149079949434479,2.86838005640957,0.18,0.1826606608373915,1.0334750656522846,2.755355361246383,heatup,normal,normal,drive,off
2026-01-01T00:00:54Z,54.0,winter_us06_demo,43.774048,12.159488,2.2352000000000007,5.0,389.93570243153863,167.27810942577798,65.22770710036052,77.7063360350429,37.32809998490892,61.21561229909492,0.0,63.66423679105872,2.448624491963797,57.542675561149224,3.672936737945695,1.2243122459818985,7.34587347589139,89.28571428571429,184.59432263651348,3166.7606519998653,14.77326101283963,22.0,0.7435141050122994,2.8648442201979485,0.18,0.20973647605534834,1.1354442240930451,3.6578825351782784,heatup,normal,normal,drive,off
2026-01-01T00:00:55Z,55.0,winter_us06_demo,50.533276,14.037056,1.8775680000000001,5.0,389.91268577438257,165.28479936177087,64.44664003682803,77.68076197153621,38.39552803048807,60.383437690279855,0.0,62.79877519789105,2.4153375076111945,56.760431428863065,3.623006261416791,1.2076687538055972,7.246012522833583,89.28571428571428,157.72961096521436,3655.745752676315,14.84285643780036,22.0,0.7885892196531492,2.8613369493580185,0.18,0.21927617753700152,1.2992149977363376,3.9758725845667167,heatup,caution,normal,drive,off
2026-01-01T00:00:56Z,56.0,winter_us06_demo,54.395692,15.109951999999998,1.0728959999999983,5.0,389.8971001453317,111.92635525151701,43.6397613424027,77.66344460592414,39.03862956677671,39.54515965856302,0.0,41.126966044905544,1.581806386342521,37.17245007904924,2.3727095795137814,0.7909031931712605,4.745419159027563,89.28571428571429,95.96252770893278,3935.1658102057145,14.911905550602997,22.0,0.8326782499755302,2.857857178109982,0.18,0.21006625575416538,1.459329204573211,3.6688751918055127,heatup,caution,normal,drive,off
2026-01-01T00:00:57Z,57.0,winter_us06_demo,59.867448,16.629888,1.519936000000003,5.0,389.87434206943044,163.44397578292515,63.72261252357986,77.63815785492272,40.07790709276042,59.58172427075194,0.0,61.96499324158202,2.383268970830078,56.006820814506824,3.5749034562451163,1.191634485415039,7.149806912490233,89.28571428571429,131.36968951690503,4331.010891705698,14.980396001809064,22.0,0.8597832936831284,2.8544047224698503,0.18,0.2327002366749414,1.555794435016507,4.423341222498047,heatup,caution,normal,drive,off
2026-01-01T00:00:58Z,58.0,winter_us06_demo,65.66107199999999,18.239231999999998,1.6093439999999966,5.0,389.8481095609999,188.40933636502479,73.45102360554746,77.60901062333322,41.303287859690165,69.2549637751732,0.0,72.02516232618012,2.770198551006928,65.0996659486628,4.155297826510392,1.385099275503464,8.310595653020783,89.28571428571428,139.22453926548832,4750.140977999797,15.048348366597464,22.0,0.9027242037465981,2.850980199909547,0.18,0.2483554267181247,1.711686063914063,4.945180890604156,heatup,caution,normal,drive,off
